year,iso3c,population
2015,MAC,647000.0
2016,MAC,645000.0
2017,MAC,653000.0
2018,MAC,667000.0
2019,MAC,680000.0
2020,MAC,683000.0
2021,MAC,683000.0
2022,MAC,673000.0
2023,MAC,684000.0
2024,MAC,688000.0
2025,MAC,699000.0
1995,MAR,26384000.0
1996,MAR,26761000.0
1997,MAR,27140000.0
1998,MAR,27519000.0
1999,MAR,27900000.0
2000,MAR,28283000.0
2001,MAR,28666000.0
2002,MAR,29051000.0
2003,MAR,29438000.0
2004,MAR,29826000.0
2005,MAR,30215000.0
2006,MAR,30606000.0
2007,MAR,30998000.0
2008,MAR,31391000.0
2009,MAR,31786000.0
2010,MAR,32182000.0
2011,MAR,32579000.0
2012,MAR,32978000.0
2013,MAR,33378000.0
2014,MAR,33770000.0
2015,MAR,34125000.0
2016,MAR,34487000.0
2017,MAR,34852000.0
2018,MAR,35220000.0
2019,MAR,35587000.0
2020,MAR,35952000.0
2021,MAR,36313000.0
2022,MAR,36670000.0
2023,MAR,37022000.0
2024,MAR,37370000.0
2025,MAR,37712000.0
1995,MDA,2970000.0
1996,MDA,2960000.0
1997,MDA,2950000.0
1998,MDA,2946000.0
1999,MDA,2941000.0
2000,MDA,2934000.0
2001,MDA,2928000.0
2002,MDA,2920000.0
2003,MDA,2911000.0
2004,MDA,2906000.0
2005,MDA,2897000.0
2006,MDA,2890000.0
2007,MDA,2883000.0
2008,MDA,2879000.0
2009,MDA,2876000.0
2010,MDA,2873000.0
2011,MDA,2873000.0
2012,MDA,2873000.0
2013,MDA,2871000.0
2014,MDA,2869000.0
2015,MDA,2845000.0
2016,MDA,2824000.0
2017,MDA,2780000.0
2018,MDA,2730000.0
2019,MDA,2685000.0
2020,MDA,2644000.0
2021,MDA,2627000.0
2022,MDA,2565000.0
2023,MDA,2492000.0
2024,MDA,2423000.0
2025,MDA,2356000.0
1995,MDG,12987000.0
1996,MDG,13378000.0
1997,MDG,13780000.0
1998,MDG,14195000.0
1999,MDG,14622000.0
2000,MDG,15063000.0
2001,MDG,15516000.0
2002,MDG,15983000.0
2003,MDG,16464000.0
2004,MDG,16960000.0
2005,MDG,17470000.0
2006,MDG,17996000.0
2007,MDG,18538000.0
2008,MDG,19096000.0
2009,MDG,19670000.0
2010,MDG,20262000.0
2011,MDG,20872000.0
2012,MDG,21501000.0
2013,MDG,22148000.0
2014,MDG,22814000.0
2015,MDG,23501000.0
2016,MDG,24209000.0
2017,MDG,24937000.0
2018,MDG,25674000.0
2019,MDG,26525000.0
2020,MDG,27340000.0
2021,MDG,28178000.0
2022,MDG,28961000.0
2023,MDG,29766000.0
2024,MDG,30594000.0
2025,MDG,31444000.0
1995,MDV,245000.0
1996,MDV,250000.0
1997,MDV,255000.0
1998,MDV,261000.0
1999,MDV,266000.0
2000,MDV,270000.0
2001,MDV,276000.0
2002,MDV,281000.0
2003,MDV,285000.0
2004,MDV,289000.0
2005,MDV,294000.0
2006,MDV,299000.0
2007,MDV,305000.0
2008,MDV,310000.0
2009,MDV,315000.0
2010,MDV,320000.0
2011,MDV,325000.0
2012,MDV,331000.0
2013,MDV,336000.0
2014,MDV,342000.0
2015,MDV,348000.0
2016,MDV,354000.0
2017,MDV,360000.0
2018,MDV,366000.0
2019,MDV,372000.0
2020,MDV,378000.0
2021,MDV,384000.0
2022,MDV,391000.0
2023,MDV,397000.0
2024,MDV,404000.0
2025,MDV,411000.0
1995,MEX,92507000.0
1996,MEX,94006000.0
1997,MEX,95438000.0
1998,MEX,96799000.0
1999,MEX,98085000.0
2000,MEX,99369000.0
2001,MEX,100739000.0
2002,MEX,102167000.0
2003,MEX,103588000.0
2004,MEX,104971000.0
2005,MEX,106371000.0
2006,MEX,107886000.0
2007,MEX,109539000.0
2008,MEX,111276000.0
2009,MEX,113030000.0
2010,MEX,114756000.0
2011,MEX,116446000.0
2012,MEX,118061000.0
2013,MEX,119598000.0
2014,MEX,121049000.0
2015,MEX,122368000.0
2016,MEX,123587000.0
2017,MEX,124777000.0
2018,MEX,125996000.0
2019,MEX,127216000.0
2020,MEX,128209000.0
2021,MEX,128983000.0
2022,MEX,129961000.0
2023,MEX,131135000.0
2024,MEX,132274000.0
2025,MEX,133367000.0
1997,MHL,49000.0
1998,MHL,50000.0
1999,MHL,51000.0
2000,MHL,51000.0
2001,MHL,51000.0
2002,MHL,50000.0
2003,MHL,50000.0
2004,MHL,50000.0
2005,MHL,51000.0
2006,MHL,51000.0
2007,MHL,52000.0
2008,MHL,52000.0
2009,MHL,52000.0
2010,MHL,53000.0
2011,MHL,53000.0
2012,MHL,53000.0
2013,MHL,52000.0
2014,MHL,51000.0
2015,MHL,50000.0
2016,MHL,49000.0
2017,MHL,47000.0
2018,MHL,45000.0
2019,MHL,44000.0
2020,MHL,44000.0
2021,MHL,42000.0
2022,MHL,41000.0
2023,MHL,40000.0
2024,MHL,38000.0
2025,MHL,36000.0
1995,MKD,1963000.0
1996,MKD,1977000.0
1997,MKD,1983000.0
1998,MKD,1993000.0
1999,MKD,2002000.0
2000,MKD,2010000.0
2001,MKD,2016000.0
2002,MKD,2022000.0
2003,MKD,2026000.0
2004,MKD,2023000.0
2005,MKD,2005000.0
2006,MKD,1994000.0
2007,MKD,1983000.0
2008,MKD,1971000.0
2009,MKD,1959000.0
2010,MKD,1946000.0
2011,MKD,1937000.0
2012,MKD,1930000.0
2013,MKD,1923000.0
2014,MKD,1918000.0
2015,MKD,1912000.0
2016,MKD,1906000.0
2017,MKD,1899000.0
2018,MKD,1889000.0
2019,MKD,1876000.0
2020,MKD,1856000.0
2021,MKD,1837000.0
2022,MKD,1832000.0
2023,MKD,1828000.0
2024,MKD,1819000.0
2025,MKD,1810000.0
1995,MLI,9921000.0
1996,MLI,10132000.0
1997,MLI,10359000.0
1998,MLI,10620000.0
1999,MLI,10917000.0
2000,MLI,11239000.0
2001,MLI,11584000.0
2002,MLI,11953000.0
2003,MLI,12342000.0
2004,MLI,12752000.0
2005,MLI,13181000.0
2006,MLI,13624000.0
2007,MLI,14081000.0
2008,MLI,14551000.0
2009,MLI,15033000.0
2010,MLI,15529000.0
2011,MLI,16040000.0
2012,MLI,16515000.0
2013,MLI,17004000.0
2014,MLI,17552000.0
2015,MLI,18113000.0
2016,MLI,18700000.0
2017,MLI,19311000.0
2018,MLI,19934000.0
2019,MLI,20567000.0
2020,MLI,21224000.0
2021,MLI,21905000.0
2022,MLI,22594000.0
2023,MLI,23294000.0
2024,MLI,24031000.0
2025,MLI,24790000.0
1995,MLT,376000.0
1996,MLT,378000.0
1997,MLT,381000.0
1998,MLT,384000.0
1999,MLT,386000.0
2000,MLT,389000.0
2001,MLT,391000.0
2002,MLT,395000.0
2003,MLT,397000.0
2004,MLT,400000.0
2005,MLT,403000.0
2006,MLT,405000.0
2007,MLT,406000.0
2008,MLT,408000.0
2009,MLT,411000.0
2010,MLT,414000.0
2011,MLT,415000.0
2012,MLT,418000.0
2013,MLT,421000.0
2014,MLT,428000.0
2015,MLT,439000.0
2016,MLT,450000.0
2017,MLT,459000.0
2018,MLT,475000.0
2019,MLT,493000.0
2020,MLT,515000.0
2021,MLT,516000.0
2022,MLT,520000.0
2023,MLT,542000.0
2024,MLT,553000.0
2025,MLT,563000.0
1998,MMR,44923000.0
1999,MMR,45567000.0
2000,MMR,46179000.0
2001,MMR,46727000.0
2002,MMR,47197000.0
2003,MMR,47589000.0
2004,MMR,47920000.0
2005,MMR,48218000.0
2006,MMR,48510000.0
2007,MMR,48813000.0
2008,MMR,49127000.0
2009,MMR,49454000.0
2010,MMR,49799000.0
2011,MMR,50166000.0
2012,MMR,50559000.0
2013,MMR,50979000.0
2014,MMR,51419000.0
2015,MMR,51846000.0
2016,MMR,52254000.0
2017,MMR,52645000.0
2018,MMR,53019000.0
2019,MMR,53378000.0
2020,MMR,53722000.0
2021,MMR,54050000.0
2022,MMR,54360000.0
2023,MMR,54652000.0
2024,MMR,54926000.0
2025,MMR,55182000.0
2023,MNE,633000.0
2024,MNE,634000.0
2025,MNE,634000.0
1995,MNG,2243000.0
1996,MNG,2276000.0
1997,MNG,2307000.0
1998,MNG,2340000.0
1999,MNG,2373000.0
2000,MNG,2403000.0
2001,MNG,2432000.0
2002,MNG,2466000.0
2003,MNG,2495000.0
2004,MNG,2522000.0
2005,MNG,2551000.0
2006,MNG,2583000.0
2007,MNG,2620000.0
2008,MNG,2666000.0
2009,MNG,2716000.0
2010,MNG,2761000.0
2011,MNG,2812000.0
2012,MNG,2868000.0
2013,MNG,2930000.0
2014,MNG,2996000.0
2015,MNG,3058000.0
2016,MNG,3120000.0
2017,MNG,3178000.0
2018,MNG,3238000.0
2019,MNG,3297000.0
2020,MNG,3358000.0
2021,MNG,3410000.0
2022,MNG,3458000.0
2023,MNG,3505000.0
2024,MNG,3545000.0
2025,MNG,3584000.0
1995,MOZ,15483000.0
1996,MOZ,15960000.0
1997,MOZ,16397000.0
1998,MOZ,16814000.0
1999,MOZ,17244000.0
2000,MOZ,17712000.0
2001,MOZ,18222000.0
2002,MOZ,18764000.0
2003,MOZ,19331000.0
2004,MOZ,19911000.0
2005,MOZ,20494000.0
2006,MOZ,21080000.0
2007,MOZ,21673000.0
2008,MOZ,22277000.0
2009,MOZ,22895000.0
2010,MOZ,23532000.0
2011,MOZ,24188000.0
2012,MOZ,24863000.0
2013,MOZ,25561000.0
2014,MOZ,26286000.0
2015,MOZ,27042000.0
2016,MOZ,27830000.0
2017,MOZ,28649000.0
2018,MOZ,29424000.0
2019,MOZ,30286000.0
2020,MOZ,31178000.0
2021,MOZ,32077000.0
2022,MOZ,32970000.0
2023,MOZ,33897000.0
2024,MOZ,34858000.0
2025,MOZ,35835000.0
1995,MRT,2292000.0
1996,MRT,2358000.0
1997,MRT,2425000.0
1998,MRT,2495000.0
1999,MRT,2568000.0
2000,MRT,2643000.0
2001,MRT,2720000.0
2002,MRT,2800000.0
2003,MRT,2882000.0
2004,MRT,2965000.0
2005,MRT,3047000.0
2006,MRT,2953000.0
2007,MRT,3036000.0
2008,MRT,3119000.0
2009,MRT,3202000.0
2010,MRT,3285000.0
2011,MRT,3369000.0
2012,MRT,3454000.0
2013,MRT,3537000.0
2014,MRT,3621000.0
2015,MRT,3706000.0
2016,MRT,3794000.0
2017,MRT,3881000.0
2018,MRT,3970000.0
2019,MRT,4058000.0
2020,MRT,4147000.0
2021,MRT,4240000.0
2022,MRT,4334000.0
2023,MRT,4430000.0
2024,MRT,4529000.0
2025,MRT,4629000.0
1995,MUS,1122000.0
1996,MUS,1134000.0
1997,MUS,1148000.0
1998,MUS,1160000.0
1999,MUS,1175000.0
2000,MUS,1187000.0
2001,MUS,1196000.0
2002,MUS,1205000.0
2003,MUS,1213000.0
2004,MUS,1221000.0
2005,MUS,1228000.0
2006,MUS,1234000.0
2007,MUS,1240000.0
2008,MUS,1244000.0
2009,MUS,1247000.0
2010,MUS,1250000.0
2011,MUS,1252000.0
2012,MUS,1256000.0
2013,MUS,1259000.0
2014,MUS,1261000.0
2015,MUS,1263000.0
2016,MUS,1264000.0
2017,MUS,1265000.0
2018,MUS,1266000.0
2019,MUS,1265000.0
2020,MUS,1266000.0
2021,MUS,1264000.0
2022,MUS,1261000.0
2023,MUS,1260000.0
2024,MUS,1258000.0
2025,MUS,1256000.0
1995,MWI,10666000.0
1996,MWI,10876000.0
1997,MWI,11148000.0
1998,MWI,11458000.0
1999,MWI,11774000.0
2000,MWI,12070000.0
2001,MWI,12343000.0
2002,MWI,12813000.0
2003,MWI,13098000.0
2004,MWI,13385000.0
2005,MWI,13654000.0
2006,MWI,14043000.0
2007,MWI,14439000.0
2008,MWI,14846000.0
2009,MWI,15274000.0
2010,MWI,15714000.0
2011,MWI,16166000.0
2012,MWI,16632000.0
2013,MWI,17111000.0
2014,MWI,17604000.0
2015,MWI,18111000.0
2016,MWI,18632000.0
2017,MWI,19169000.0
2018,MWI,19721000.0
2019,MWI,20289000.0
2020,MWI,20873000.0
2021,MWI,21474000.0
2022,MWI,22093000.0
2023,MWI,22729000.0
2024,MWI,23384000.0
2025,MWI,24057000.0
1995,MYS,20682000.0
1996,MYS,21223000.0
1997,MYS,21769000.0
1998,MYS,22334000.0
1999,MYS,22910000.0
2000,MYS,23495000.0
2001,MYS,24123000.0
2002,MYS,24727000.0
2003,MYS,25320000.0
2004,MYS,25905000.0
2005,MYS,26477000.0
2006,MYS,26832000.0
2007,MYS,27100000.0
2008,MYS,27600000.0
2009,MYS,28082000.0
2010,MYS,28589000.0
2011,MYS,29062000.0
2012,MYS,29510000.0
2013,MYS,30214000.0
2014,MYS,30709000.0
2015,MYS,31186000.0
2016,MYS,31634000.0
2017,MYS,32023000.0
2018,MYS,32382000.0
2019,MYS,32523000.0
2020,MYS,32447000.0
2021,MYS,32576000.0
2022,MYS,32652000.0
2023,MYS,33059000.0
2024,MYS,33460000.0
2025,MYS,33852000.0
1995,NAM,1580000.0
1996,NAM,1625000.0
1997,NAM,1668000.0
1998,NAM,1711000.0
1999,NAM,1755000.0
2000,NAM,1798000.0
2001,NAM,1839000.0
2002,NAM,1875000.0
2003,NAM,1905000.0
2004,NAM,1930000.0
2005,NAM,1954000.0
2006,NAM,1979000.0
2007,NAM,2005000.0
2008,NAM,2032000.0
2009,NAM,2062000.0
2010,NAM,2093000.0
2011,NAM,2127000.0
2012,NAM,2166000.0
2013,NAM,2223000.0
2014,NAM,2282000.0
2015,NAM,2342000.0
2016,NAM,2406000.0
2017,NAM,2472000.0
2018,NAM,2541000.0
2019,NAM,2613000.0
2020,NAM,2688000.0
2021,NAM,2770000.0
2022,NAM,2851000.0
2023,NAM,2928000.0
2024,NAM,2990000.0
2025,NAM,3049000.0
1995,NER,9490000.0
1996,NER,9827000.0
1997,NER,10178000.0
1998,NER,10546000.0
1999,NER,10930000.0
2000,NER,11332000.0
2001,NER,11751000.0
2002,NER,12190000.0
2003,NER,12648000.0
2004,NER,13126000.0
2005,NER,13624000.0
2006,NER,14144000.0
2007,NER,14685000.0
2008,NER,15251000.0
2009,NER,15843000.0
2010,NER,16464000.0
2011,NER,17115000.0
2012,NER,17795000.0
2013,NER,18504000.0
2014,NER,19240000.0
2015,NER,20002000.0
2016,NER,20789000.0
2017,NER,21602000.0
2018,NER,22443000.0
2019,NER,23311000.0
2020,NER,24207000.0
2021,NER,25131000.0
2022,NER,26084000.0
2023,NER,27066000.0
2024,NER,28080000.0
2025,NER,29126000.0
1995,NGA,107948000.0
1996,NGA,110669000.0
1997,NGA,113458000.0
1998,NGA,116320000.0
1999,NGA,119260000.0
2000,NGA,122284000.0
2001,NGA,125394000.0
2002,NGA,128596000.0
2003,NGA,131901000.0
2004,NGA,135320000.0
2005,NGA,138865000.0
2006,NGA,142538000.0
2007,NGA,146340000.0
2008,NGA,150270000.0
2009,NGA,154325000.0
2010,NGA,158503000.0
2011,NGA,162805000.0
2012,NGA,167229000.0
2013,NGA,171766000.0
2014,NGA,176405000.0
2015,NGA,181137000.0
2016,NGA,185960000.0
2017,NGA,190873000.0
2018,NGA,195875000.0
2019,NGA,200964000.0
2020,NGA,206140000.0
2021,NGA,211401000.0
2022,NGA,216747000.0
2023,NGA,222182000.0
2024,NGA,227713000.0
2025,NGA,233343000.0
1995,NIC,4427000.0
1996,NIC,4549000.0
1997,NIC,4669000.0
1998,NIC,4763000.0
1999,NIC,4859000.0
2000,NIC,4957000.0
2001,NIC,5059000.0
2002,NIC,5162000.0
2003,NIC,5268000.0
2004,NIC,5375000.0
2005,NIC,5483000.0
2006,NIC,5523000.0
2007,NIC,5596000.0
2008,NIC,5669000.0
2009,NIC,5770000.0
2010,NIC,5843000.0
2011,NIC,5916000.0
2012,NIC,6094000.0
2013,NIC,6158000.0
2014,NIC,6222000.0
2015,NIC,6287000.0
2016,NIC,6353000.0
2017,NIC,6419000.0
2018,NIC,6477000.0
2019,NIC,6553000.0
2020,NIC,6614000.0
2021,NIC,6690000.0
2022,NIC,6768000.0
2023,NIC,6847000.0
2024,NIC,6926000.0
2025,NIC,7007000.0
1995,NLD,15424000.0
1996,NLD,15494000.0
1997,NLD,15567000.0
1998,NLD,15654000.0
1999,NLD,15760000.0
2000,NLD,15864000.0
2001,NLD,15987000.0
2002,NLD,16105000.0
2003,NLD,16193000.0
2004,NLD,16258000.0
2005,NLD,16306000.0
2006,NLD,16334000.0
2007,NLD,16358000.0
2008,NLD,16405000.0
2009,NLD,16486000.0
2010,NLD,16575000.0
2011,NLD,16656000.0
2012,NLD,16730000.0
2013,NLD,16780000.0
2014,NLD,16829000.0
2015,NLD,16901000.0
2016,NLD,16979000.0
2017,NLD,17082000.0
2018,NLD,17181000.0
2019,NLD,17282000.0
2020,NLD,17408000.0
2021,NLD,17475000.0
2022,NLD,17591000.0
2023,NLD,17811000.0
2024,NLD,17943000.0
2025,NLD,18048000.0
1995,NOR,4370000.0
1996,NOR,4393000.0
1997,NOR,4413000.0
1998,NOR,4441000.0
1999,NOR,4473000.0
2000,NOR,4501000.0
2001,NOR,4519000.0
2002,NOR,4547000.0
2003,NOR,4573000.0
2004,NOR,4599000.0
2005,NOR,4632000.0
2006,NOR,4672000.0
2007,NOR,4722000.0
2008,NOR,4787000.0
2009,NOR,4843000.0
2010,NOR,4908000.0
2011,NOR,4973000.0
2012,NOR,5038000.0
2013,NOR,5096000.0
2014,NOR,5156000.0
2015,NOR,5205000.0
2016,NOR,5252000.0
2017,NOR,5290000.0
2018,NOR,5324000.0
2019,NOR,5357000.0
2020,NOR,5385000.0
2021,NOR,5415000.0
2022,NOR,5475000.0
2023,NOR,5534000.0
2024,NOR,5585000.0
2025,NOR,5622000.0
1995,NPL,22306000.0
1996,NPL,22784000.0
1997,NPL,23249000.0
1998,NPL,23703000.0
1999,NPL,24143000.0
2000,NPL,24560000.0
2001,NPL,24956000.0
2002,NPL,25332000.0
2003,NPL,25683000.0
2004,NPL,26004000.0
2005,NPL,26285000.0
2006,NPL,26519000.0
2007,NPL,26714000.0
2008,NPL,26882000.0
2009,NPL,27027000.0
2010,NPL,27162000.0
2011,NPL,27266000.0
2012,NPL,27331000.0
2013,NPL,27382000.0
2014,NPL,27462000.0
2015,NPL,27610000.0
2016,NPL,27861000.0
2017,NPL,28183000.0
2018,NPL,28507000.0
2019,NPL,28832000.0
2020,NPL,29349000.0
2021,NPL,30035000.0
2022,NPL,30548000.0
2023,NPL,30897000.0
2024,NPL,31250000.0
2025,NPL,31607000.0
2004,NRU,10000.0
2005,NRU,10000.0
2006,NRU,9000.0
2007,NRU,9000.0
2008,NRU,9000.0
2009,NRU,10000.0
2010,NRU,10000.0
2011,NRU,10000.0
2012,NRU,10000.0
2013,NRU,11000.0
2014,NRU,11000.0
2015,NRU,12000.0
2016,NRU,12000.0
2017,NRU,13000.0
2018,NRU,12000.0
2019,NRU,12000.0
2020,NRU,12000.0
2021,NRU,12000.0
2022,NRU,13000.0
2023,NRU,13000.0
2024,NRU,13000.0
2025,NRU,13000.0
1995,NZL,3676000.0
1996,NZL,3734000.0
1997,NZL,3783000.0
1998,NZL,3816000.0
1999,NZL,3837000.0
2000,NZL,3860000.0
2001,NZL,3887000.0
2002,NZL,3951000.0
2003,NZL,4028000.0
2004,NZL,4089000.0
2005,NZL,4136000.0
2006,NZL,4185000.0
2007,NZL,4226000.0
2008,NZL,4262000.0
2009,NZL,4305000.0
2010,NZL,4353000.0
2011,NZL,4386000.0
2012,NZL,4411000.0
2013,NZL,4447000.0
2014,NZL,4520000.0
2015,NZL,4613000.0
2016,NZL,4717000.0
2017,NZL,4815000.0
2018,NZL,4902000.0
2019,NZL,4986000.0
2020,NZL,5086000.0
2021,NZL,5111000.0
2022,NZL,5125000.0
2023,NZL,5243000.0
2024,NZL,5335000.0
2025,NZL,5391000.0
1995,OMN,2172000.0
1996,OMN,2225000.0
1997,OMN,2274000.0
1998,OMN,2318000.0
1999,OMN,2361000.0
2000,OMN,2402000.0
2001,OMN,2443000.0
2002,OMN,2484000.0
2003,OMN,2526000.0
2004,OMN,2570000.0
2005,OMN,2618000.0
2006,OMN,2670000.0
2007,OMN,2726000.0
2008,OMN,2785000.0
2009,OMN,2883000.0
2010,OMN,2998000.0
2011,OMN,3295000.0
2012,OMN,3623000.0
2013,OMN,3855000.0
2014,OMN,3992000.0
2015,OMN,4159000.0
2016,OMN,4414000.0
2017,OMN,4560000.0
2018,OMN,4602000.0
2019,OMN,4618000.0
2020,OMN,4445000.0
2021,OMN,4488000.0
2022,OMN,4934000.0
2023,OMN,5166000.0
2024,OMN,5331000.0
2025,OMN,5502000.0
1995,PAK,120047000.0
1996,PAK,123069000.0
1997,PAK,126128000.0
1998,PAK,129222000.0
1999,PAK,132352000.0
2000,PAK,135550000.0
2001,PAK,138870000.0
2002,PAK,142280000.0
2003,PAK,145780000.0
2004,PAK,149360000.0
2005,PAK,153040000.0
2006,PAK,156810000.0
2007,PAK,160670000.0
2008,PAK,164630000.0
2009,PAK,168690000.0
2010,PAK,172860000.0
2011,PAK,177130000.0
2012,PAK,181520000.0
2013,PAK,186010000.0
2014,PAK,190620000.0
2015,PAK,195350000.0
2016,PAK,200190000.0
2017,PAK,205170000.0
2018,PAK,209750000.0
2019,PAK,213950000.0
2020,PAK,218240000.0
2021,PAK,222590000.0
2022,PAK,227000000.0
2023,PAK,231450000.0
2024,PAK,235950000.0
2025,PAK,240537000.0
1995,PAN,2747000.0
1996,PAN,2804000.0
1997,PAN,2862000.0
1998,PAN,2921000.0
1999,PAN,2980000.0
2000,PAN,3041000.0
2001,PAN,3102000.0
2002,PAN,3164000.0
2003,PAN,3227000.0
2004,PAN,3289000.0
2005,PAN,3351000.0
2006,PAN,3413000.0
2007,PAN,3476000.0
2008,PAN,3538000.0
2009,PAN,3600000.0
2010,PAN,3662000.0
2011,PAN,3724000.0
2012,PAN,3788000.0
2013,PAN,3851000.0
2014,PAN,3913000.0
2015,PAN,3975000.0
2016,PAN,4037000.0
2017,PAN,4098000.0
2018,PAN,4159000.0
2019,PAN,4219000.0
2020,PAN,4279000.0
2021,PAN,4337000.0
2022,PAN,4395000.0
2023,PAN,4453000.0
2024,PAN,4510000.0
2025,PAN,4566000.0
1995,PER,24243000.0
1996,PER,24689000.0
1997,PER,25145000.0
1998,PER,25593000.0
1999,PER,26014000.0
2000,PER,26390000.0
2001,PER,26715000.0
2002,PER,26999000.0
2003,PER,27255000.0
2004,PER,27492000.0
2005,PER,27722000.0
2006,PER,27935000.0
2007,PER,28122000.0
2008,PER,28300000.0
2009,PER,28485000.0
2010,PER,28693000.0
2011,PER,28906000.0
2012,PER,29113000.0
2013,PER,29341000.0
2014,PER,29616000.0
2015,PER,29964000.0
2016,PER,30423000.0
2017,PER,30974000.0
2018,PER,31562000.0
2019,PER,32131000.0
2020,PER,32626000.0
2021,PER,33035000.0
2022,PER,33397000.0
2023,PER,33731000.0
2024,PER,34068000.0
2025,PER,34409000.0
1995,PHL,68410000.0
1996,PHL,71900000.0
1997,PHL,73530000.0
1998,PHL,75360000.0
1999,PHL,76990000.0
2000,PHL,76950000.0
2001,PHL,78610000.0
2002,PHL,80270000.0
2003,PHL,81910000.0
2004,PHL,83550000.0
2005,PHL,85170000.0
2006,PHL,86790000.0
2007,PHL,88390000.0
2008,PHL,89980000.0
2009,PHL,91560000.0
2010,PHL,93140000.0
2011,PHL,94700000.0
2012,PHL,96250000.0
2013,PHL,97790000.0
2014,PHL,99310000.0
2015,PHL,100830000.0
2016,PHL,102530000.0
2017,PHL,104170000.0
2018,PHL,105760000.0
2019,PHL,107290000.0
2020,PHL,109200000.0
2021,PHL,110080000.0
2022,PHL,110940000.0
2023,PHL,111910000.0
2024,PHL,113170000.0
2025,PHL,114374000.0
2000,PLW,19000.0
2001,PLW,19000.0
2002,PLW,19000.0
2003,PLW,20000.0
2004,PLW,20000.0
2005,PLW,20000.0
2006,PLW,20000.0
2007,PLW,19000.0
2008,PLW,19000.0
2009,PLW,18000.0
2010,PLW,18000.0
2011,PLW,18000.0
2012,PLW,17000.0
2013,PLW,18000.0
2014,PLW,18000.0
2015,PLW,18000.0
2016,PLW,18000.0
2017,PLW,18000.0
2018,PLW,18000.0
2019,PLW,18000.0
2020,PLW,18000.0
2021,PLW,18000.0
2022,PLW,18000.0
2023,PLW,18000.0
2024,PLW,18000.0
2025,PLW,18000.0
1995,PNG,4520000.0
1996,PNG,4640000.0
1997,PNG,4761000.0
1998,PNG,4883000.0
1999,PNG,5006000.0
2000,PNG,5130000.0
2001,PNG,5256000.0
2002,PNG,5384000.0
2003,PNG,5515000.0
2004,PNG,5647000.0
2005,PNG,5781000.0
2006,PNG,5917000.0
2007,PNG,6056000.0
2008,PNG,6196000.0
2009,PNG,6339000.0
2010,PNG,6738000.0
2011,PNG,7254000.0
2012,PNG,7615000.0
2013,PNG,7993000.0
2014,PNG,8390000.0
2015,PNG,8807000.0
2016,PNG,9245000.0
2017,PNG,9704000.0
2018,PNG,10186000.0
2019,PNG,10693000.0
2020,PNG,11224000.0
2021,PNG,11782000.0
2022,PNG,12029000.0
2023,PNG,12282000.0
2024,PNG,12539000.0
2025,PNG,12803000.0
1995,POL,38581000.0
1996,POL,38609000.0
1997,POL,38639000.0
1998,POL,38660000.0
1999,POL,38667000.0
2000,POL,38263000.0
2001,POL,38254000.0
2002,POL,38242000.0
2003,POL,38219000.0
2004,POL,38191000.0
2005,POL,38174000.0
2006,POL,38157000.0
2007,POL,38125000.0
2008,POL,38116000.0
2009,POL,38136000.0
2010,POL,38023000.0
2011,POL,38063000.0
2012,POL,38064000.0
2013,POL,38063000.0
2014,POL,38018000.0
2015,POL,38006000.0
2016,POL,37967000.0
2017,POL,37973000.0
2018,POL,37977000.0
2019,POL,37973000.0
2020,POL,37958000.0
2021,POL,37073000.0
2022,POL,36890000.0
2023,POL,36754000.0
2024,POL,36621000.0
2025,POL,36559000.0
1995,PRI,3655000.0
1996,PRI,3685000.0
1997,PRI,3716000.0
1998,PRI,3748000.0
1999,PRI,3782000.0
2000,PRI,3811000.0
2001,PRI,3819000.0
2002,PRI,3824000.0
2003,PRI,3826000.0
2004,PRI,3827000.0
2005,PRI,3821000.0
2006,PRI,3805000.0
2007,PRI,3783000.0
2008,PRI,3761000.0
2009,PRI,3740000.0
2010,PRI,3722000.0
2011,PRI,3679000.0
2012,PRI,3634000.0
2013,PRI,3593000.0
2014,PRI,3535000.0
2015,PRI,3474000.0
2016,PRI,3411000.0
2017,PRI,3300000.0
2018,PRI,3200000.0
2019,PRI,3200000.0
2020,PRI,3159000.0
2021,PRI,3200000.0
2022,PRI,3200000.0
2023,PRI,3206000.0
2024,PRI,3190000.0
2025,PRI,3174000.0
1995,PRT,10026000.0
1996,PRT,10064000.0
1997,PRT,10109000.0
1998,PRT,10160000.0
1999,PRT,10218000.0
2000,PRT,10290000.0
2001,PRT,10363000.0
2002,PRT,10420000.0
2003,PRT,10459000.0
2004,PRT,10484000.0
2005,PRT,10503000.0
2006,PRT,10522000.0
2007,PRT,10543000.0
2008,PRT,10558000.0
2009,PRT,10568000.0
2010,PRT,10573000.0
2011,PRT,10566000.0
2012,PRT,10531000.0
2013,PRT,10474000.0
2014,PRT,10420000.0
2015,PRT,10382000.0
2016,PRT,10357000.0
2017,PRT,10340000.0
2018,PRT,10335000.0
2019,PRT,10354000.0
2020,PRT,10385000.0
2021,PRT,10408000.0
2022,PRT,10469000.0
2023,PRT,10578000.0
2024,PRT,10671000.0
2025,PRT,10714000.0
1995,PRY,4526000.0
1996,PRY,4634000.0
1997,PRY,4741000.0
1998,PRY,4848000.0
1999,PRY,4952000.0
2000,PRY,5054000.0
2001,PRY,5148000.0
2002,PRY,5227000.0
2003,PRY,5295000.0
2004,PRY,5358000.0
2005,PRY,5419000.0
2006,PRY,5478000.0
